id_venda;cod_cliente;cod_produto;cod_marca;Ano_venda;Mês_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota;Des_Cliente;nom_produto;des_marca
1685;1;3;1;2015.0;11.0;5.0;05/11/2015;2.0;342.09;737.0;JOÃO DO PULO;TECLADO;APPLE
1758;1;3;1;2015.0;9.0;13.0;13/09/2015;3.0;342.09;254.0;JOÃO DO PULO;TECLADO;APPLE
1770;1;3;1;2014.0;3.0;14.0;14/03/2014;1.0;342.09;963.0;JOÃO DO PULO;TECLADO;APPLE
1834;1;3;1;2014.0;5.0;2.0;02/05/2014;3.0;342.09;209.0;JOÃO DO PULO;TECLADO;APPLE
1856;1;3;1;2015.0;10.0;14.0;14/10/2015;2.0;342.09;536.0;JOÃO DO PULO;TECLADO;APPLE
1897;1;3;1;2015.0;6.0;7.0;07/06/2015;2.0;342.09;1142.0;JOÃO DO PULO;TECLADO;APPLE
2006;1;3;1;2015.0;3.0;3.0;03/03/2015;1.0;342.09;1440.0;JOÃO DO PULO;TECLADO;APPLE
2075;1;3;1;2015.0;11.0;19.0;19/11/2015;1.0;342.09;780.0;JOÃO DO PULO;TECLADO;APPLE
2134;1;3;1;2015.0;2.0;26.0;26/02/2015;1.0;342.09;454.0;JOÃO DO PULO;TECLADO;APPLE
2137;1;3;1;2014.0;2.0;25.0;25/02/2014;1.0;342.09;202.0;JOÃO DO PULO;TECLADO;APPLE
2233;1;3;1;2014.0;2.0;24.0;24/02/2014;3.0;342.09;1435.0;JOÃO DO PULO;TECLADO;APPLE
2329;1;3;1;2015.0;9.0;3.0;03/09/2015;3.0;342.09;830.0;JOÃO DO PULO;TECLADO;APPLE
2421;1;3;1;2015.0;5.0;3.0;03/05/2015;2.0;342.09;336.0;JOÃO DO PULO;TECLADO;APPLE
2489;1;3;1;2015.0;8.0;16.0;16/08/2015;1.0;342.09;676.0;JOÃO DO PULO;TECLADO;APPLE
2944;1;3;1;2014.0;6.0;12.0;12/06/2014;1.0;342.09;600.0;JOÃO DO PULO;TECLADO;APPLE
2972;1;3;1;2015.0;1.0;14.0;14/01/2015;3.0;342.09;972.0;JOÃO DO PULO;TECLADO;APPLE
3076;1;3;1;2014.0;1.0;2.0;02/01/2014;1.0;342.09;629.0;JOÃO DO PULO;TECLADO;APPLE
3356;1;3;1;2014.0;4.0;2.0;02/04/2014;3.0;342.09;512.0;JOÃO DO PULO;TECLADO;APPLE
3403;1;3;1;2014.0;9.0;27.0;27/09/2014;2.0;342.09;514.0;JOÃO DO PULO;TECLADO;APPLE
3824;1;3;1;2014.0;2.0;7.0;07/02/2014;2.0;342.09;872.0;JOÃO DO PULO;TECLADO;APPLE
3901;1;3;1;2015.0;3.0;2.0;02/03/2015;2.0;342.09;251.0;JOÃO DO PULO;TECLADO;APPLE
3939;1;3;1;2015.0;3.0;20.0;20/03/2015;1.0;342.09;460.0;JOÃO DO PULO;TECLADO;APPLE
3996;1;3;1;2015.0;1.0;22.0;22/01/2015;3.0;342.09;330.0;JOÃO DO PULO;TECLADO;APPLE
4015;1;3;1;2015.0;3.0;11.0;11/03/2015;2.0;342.09;891.0;JOÃO DO PULO;TECLADO;APPLE
4298;1;3;1;2015.0;3.0;14.0;14/03/2015;3.0;342.09;186.0;JOÃO DO PULO;TECLADO;APPLE
4350;1;3;1;2014.0;2.0;4.0;04/02/2014;1.0;342.09;509.0;JOÃO DO PULO;TECLADO;APPLE
4402;1;3;1;2014.0;8.0;19.0;19/08/2014;3.0;342.09;1242.0;JOÃO DO PULO;TECLADO;APPLE
4645;1;3;1;2015.0;6.0;20.0;20/06/2015;3.0;342.09;872.0;JOÃO DO PULO;TECLADO;APPLE
4744;1;3;1;2015.0;12.0;8.0;08/12/2015;1.0;342.09;799.0;JOÃO DO PULO;TECLADO;APPLE
4866;1;3;1;2015.0;8.0;21.0;21/08/2015;2.0;342.09;1051.0;JOÃO DO PULO;TECLADO;APPLE
4868;1;3;1;2015.0;9.0;24.0;24/09/2015;2.0;342.09;1388.0;JOÃO DO PULO;TECLADO;APPLE
4909;1;3;1;2014.0;5.0;20.0;20/05/2014;3.0;342.09;1155.0;JOÃO DO PULO;TECLADO;APPLE
5117;1;3;1;2014.0;12.0;24.0;24/12/2014;1.0;342.09;1323.0;JOÃO DO PULO;TECLADO;APPLE
5122;1;3;1;2015.0;1.0;26.0;26/01/2015;3.0;342.09;1087.0;JOÃO DO PULO;TECLADO;APPLE
5446;1;3;1;2015.0;4.0;25.0;25/04/2015;3.0;342.09;1436.0;JOÃO DO PULO;TECLADO;APPLE
5492;1;3;1;2015.0;1.0;2.0;02/01/2015;1.0;342.09;1133.0;JOÃO DO PULO;TECLADO;APPLE
5600;1;3;1;2015.0;7.0;15.0;15/07/2015;1.0;342.09;442.0;JOÃO DO PULO;TECLADO;APPLE
5763;1;3;1;2015.0;5.0;16.0;16/05/2015;1.0;342.09;995.0;JOÃO DO PULO;TECLADO;APPLE
5797;1;3;1;2014.0;1.0;8.0;08/01/2014;3.0;342.09;283.0;JOÃO DO PULO;TECLADO;APPLE
5825;1;3;1;2015.0;8.0;12.0;12/08/2015;2.0;342.09;545.0;JOÃO DO PULO;TECLADO;APPLE
5847;1;3;1;2014.0;5.0;10.0;10/05/2014;3.0;342.09;1094.0;JOÃO DO PULO;TECLADO;APPLE
5892;1;3;1;2014.0;11.0;9.0;09/11/2014;1.0;342.09;581.0;JOÃO DO PULO;TECLADO;APPLE
5918;1;3;1;2014.0;11.0;23.0;23/11/2014;3.0;342.09;1239.0;JOÃO DO PULO;TECLADO;APPLE
5982;1;3;1;2015.0;10.0;21.0;21/10/2015;2.0;342.09;741.0;JOÃO DO PULO;TECLADO;APPLE
5984;1;3;1;2015.0;2.0;17.0;17/02/2015;1.0;342.09;482.0;JOÃO DO PULO;TECLADO;APPLE
6005;1;3;1;2015.0;7.0;8.0;08/07/2015;2.0;342.09;1120.0;JOÃO DO PULO;TECLADO;APPLE
6310;1;3;1;2015.0;9.0;19.0;19/09/2015;3.0;342.09;104.0;JOÃO DO PULO;TECLADO;APPLE
6355;1;3;1;2015.0;7.0;23.0;23/07/2015;3.0;342.09;972.0;JOÃO DO PULO;TECLADO;APPLE
6372;1;3;1;2014.0;2.0;16.0;16/02/2014;2.0;342.09;953.0;JOÃO DO PULO;TECLADO;APPLE
6652;1;3;1;2014.0;11.0;16.0;16/11/2014;1.0;342.09;455.0;JOÃO DO PULO;TECLADO;APPLE
7267;1;3;1;2015.0;4.0;12.0;12/04/2015;1.0;342.09;331.0;JOÃO DO PULO;TECLADO;APPLE
7328;1;3;1;2014.0;8.0;9.0;09/08/2014;3.0;342.09;412.0;JOÃO DO PULO;TECLADO;APPLE
7332;1;3;1;2014.0;6.0;5.0;05/06/2014;2.0;342.09;708.0;JOÃO DO PULO;TECLADO;APPLE
7557;1;3;1;2014.0;7.0;25.0;25/07/2014;1.0;342.09;180.0;JOÃO DO PULO;TECLADO;APPLE
7710;1;3;1;2014.0;2.0;26.0;26/02/2014;3.0;342.09;182.0;JOÃO DO PULO;TECLADO;APPLE
7738;1;3;1;2015.0;6.0;25.0;25/06/2015;3.0;342.09;234.0;JOÃO DO PULO;TECLADO;APPLE
7755;1;3;1;2015.0;11.0;9.0;09/11/2015;2.0;342.09;772.0;JOÃO DO PULO;TECLADO;APPLE
8055;1;3;1;2015.0;8.0;18.0;18/08/2015;3.0;342.09;1054.0;JOÃO DO PULO;TECLADO;APPLE
8129;1;3;1;2014.0;11.0;2.0;02/11/2014;3.0;342.09;721.0;JOÃO DO PULO;TECLADO;APPLE
8287;1;3;1;2014.0;5.0;6.0;06/05/2014;2.0;342.09;473.0;JOÃO DO PULO;TECLADO;APPLE
8346;1;3;1;2014.0;6.0;25.0;25/06/2014;2.0;342.09;5.0;JOÃO DO PULO;TECLADO;APPLE
8550;1;3;1;2014.0;2.0;17.0;17/02/2014;3.0;342.09;672.0;JOÃO DO PULO;TECLADO;APPLE
8834;1;3;1;2014.0;5.0;1.0;01/05/2014;3.0;342.09;441.0;JOÃO DO PULO;TECLADO;APPLE
9112;1;3;1;2014.0;7.0;14.0;14/07/2014;2.0;342.09;342.0;JOÃO DO PULO;TECLADO;APPLE
9194;1;3;1;2015.0;1.0;25.0;25/01/2015;1.0;342.09;307.0;JOÃO DO PULO;TECLADO;APPLE
9261;1;3;1;2014.0;1.0;4.0;04/01/2014;3.0;342.09;376.0;JOÃO DO PULO;TECLADO;APPLE
9271;1;3;1;2015.0;3.0;10.0;10/03/2015;2.0;342.09;1427.0;JOÃO DO PULO;TECLADO;APPLE
9276;1;3;1;2014.0;2.0;21.0;21/02/2014;1.0;342.09;296.0;JOÃO DO PULO;TECLADO;APPLE
9295;1;3;1;2015.0;4.0;9.0;09/04/2015;2.0;342.09;1046.0;JOÃO DO PULO;TECLADO;APPLE
9517;1;3;1;2015.0;7.0;10.0;10/07/2015;2.0;342.09;324.0;JOÃO DO PULO;TECLADO;APPLE
9782;1;3;1;2015.0;9.0;6.0;06/09/2015;3.0;342.09;784.0;JOÃO DO PULO;TECLADO;APPLE
9784;1;3;1;2015.0;4.0;26.0;26/04/2015;3.0;342.09;1200.0;JOÃO DO PULO;TECLADO;APPLE
9828;1;3;1;2015.0;7.0;14.0;14/07/2015;3.0;342.09;881.0;JOÃO DO PULO;TECLADO;APPLE
9888;1;3;1;2015.0;4.0;11.0;11/04/2015;1.0;342.09;1349.0;JOÃO DO PULO;TECLADO;APPLE
9967;1;3;1;2015.0;10.0;26.0;26/10/2015;3.0;342.09;1093.0;JOÃO DO PULO;TECLADO;APPLE
10024;1;3;1;2014.0;10.0;28.0;28/10/2014;2.0;342.09;805.0;JOÃO DO PULO;TECLADO;APPLE
10045;1;3;1;2014.0;3.0;27.0;27/03/2014;3.0;342.09;331.0;JOÃO DO PULO;TECLADO;APPLE
10080;1;3;1;2015.0;11.0;26.0;26/11/2015;3.0;342.09;435.0;JOÃO DO PULO;TECLADO;APPLE
10261;1;3;1;2015.0;12.0;14.0;14/12/2015;1.0;342.09;1403.0;JOÃO DO PULO;TECLADO;APPLE
10346;1;3;1;2014.0;4.0;12.0;12/04/2014;3.0;342.09;1217.0;JOÃO DO PULO;TECLADO;APPLE
10375;1;3;1;2015.0;2.0;1.0;01/02/2015;1.0;342.09;1454.0;JOÃO DO PULO;TECLADO;APPLE
10431;1;3;1;2015.0;9.0;21.0;21/09/2015;2.0;342.09;1079.0;JOÃO DO PULO;TECLADO;APPLE
10483;1;3;1;2015.0;6.0;23.0;23/06/2015;2.0;342.09;76.0;JOÃO DO PULO;TECLADO;APPLE
10498;1;3;1;2014.0;6.0;23.0;23/06/2014;3.0;342.09;847.0;JOÃO DO PULO;TECLADO;APPLE
43;2;3;1;2014.0;10.0;1.0;01/10/2014;2.0;342.09;860.0;BENITO DE PAULA;TECLADO;APPLE
93;2;3;1;2014.0;7.0;3.0;03/07/2014;3.0;342.09;1322.0;BENITO DE PAULA;TECLADO;APPLE
164;2;3;1;2014.0;4.0;28.0;28/04/2014;1.0;342.09;99.0;BENITO DE PAULA;TECLADO;APPLE
368;2;3;1;2014.0;11.0;20.0;20/11/2014;1.0;342.09;357.0;BENITO DE PAULA;TECLADO;APPLE
396;2;3;1;2015.0;5.0;8.0;08/05/2015;3.0;342.09;446.0;BENITO DE PAULA;TECLADO;APPLE
689;2;3;1;2014.0;10.0;5.0;05/10/2014;1.0;342.09;979.0;BENITO DE PAULA;TECLADO;APPLE
840;2;3;1;2014.0;9.0;6.0;06/09/2014;2.0;342.09;364.0;BENITO DE PAULA;TECLADO;APPLE
1795;2;3;1;2014.0;10.0;14.0;14/10/2014;3.0;342.09;1122.0;BENITO DE PAULA;TECLADO;APPLE
2051;2;3;1;2014.0;3.0;22.0;22/03/2014;3.0;342.09;719.0;BENITO DE PAULA;TECLADO;APPLE
2162;2;3;1;2014.0;10.0;12.0;12/10/2014;2.0;342.09;882.0;BENITO DE PAULA;TECLADO;APPLE
2181;2;3;1;2015.0;2.0;1.0;01/02/2015;2.0;342.09;445.0;BENITO DE PAULA;TECLADO;APPLE
2481;2;3;1;2015.0;5.0;22.0;22/05/2015;3.0;342.09;1170.0;BENITO DE PAULA;TECLADO;APPLE
2528;2;3;1;2015.0;2.0;25.0;25/02/2015;1.0;342.09;528.0;BENITO DE PAULA;TECLADO;APPLE
2561;2;3;1;2014.0;4.0;14.0;14/04/2014;1.0;342.09;1070.0;BENITO DE PAULA;TECLADO;APPLE
2582;2;3;1;2015.0;5.0;16.0;16/05/2015;2.0;342.09;138.0;BENITO DE PAULA;TECLADO;APPLE
2590;2;3;1;2015.0;10.0;14.0;14/10/2015;3.0;342.09;388.0;BENITO DE PAULA;TECLADO;APPLE
2623;2;3;1;2015.0;11.0;25.0;25/11/2015;2.0;342.09;246.0;BENITO DE PAULA;TECLADO;APPLE
2787;2;3;1;2014.0;8.0;7.0;07/08/2014;3.0;342.09;956.0;BENITO DE PAULA;TECLADO;APPLE
2829;2;3;1;2015.0;10.0;3.0;03/10/2015;2.0;342.09;885.0;BENITO DE PAULA;TECLADO;APPLE
2975;2;3;1;2015.0;6.0;8.0;08/06/2015;3.0;342.09;1159.0;BENITO DE PAULA;TECLADO;APPLE
3190;2;3;1;2015.0;5.0;23.0;23/05/2015;2.0;342.09;39.0;BENITO DE PAULA;TECLADO;APPLE
3442;2;3;1;2015.0;2.0;23.0;23/02/2015;2.0;342.09;716.0;BENITO DE PAULA;TECLADO;APPLE
3530;2;3;1;2015.0;10.0;17.0;17/10/2015;1.0;342.09;599.0;BENITO DE PAULA;TECLADO;APPLE
4111;2;3;1;2015.0;10.0;23.0;23/10/2015;2.0;342.09;1148.0;BENITO DE PAULA;TECLADO;APPLE
4272;2;3;1;2015.0;11.0;8.0;08/11/2015;2.0;342.09;490.0;BENITO DE PAULA;TECLADO;APPLE
4340;2;3;1;2014.0;10.0;13.0;13/10/2014;2.0;342.09;177.0;BENITO DE PAULA;TECLADO;APPLE
4374;2;3;1;2014.0;11.0;21.0;21/11/2014;2.0;342.09;477.0;BENITO DE PAULA;TECLADO;APPLE
4653;2;3;1;2015.0;8.0;27.0;27/08/2015;1.0;342.09;846.0;BENITO DE PAULA;TECLADO;APPLE
5001;2;3;1;2015.0;11.0;19.0;19/11/2015;1.0;342.09;939.0;BENITO DE PAULA;TECLADO;APPLE
5246;2;3;1;2014.0;10.0;6.0;06/10/2014;1.0;342.09;1373.0;BENITO DE PAULA;TECLADO;APPLE
5277;2;3;1;2014.0;11.0;26.0;26/11/2014;1.0;342.09;1315.0;BENITO DE PAULA;TECLADO;APPLE
5285;2;3;1;2015.0;10.0;11.0;11/10/2015;2.0;342.09;673.0;BENITO DE PAULA;TECLADO;APPLE
5375;2;3;1;2015.0;5.0;28.0;28/05/2015;1.0;342.09;794.0;BENITO DE PAULA;TECLADO;APPLE
5545;2;3;1;2014.0;3.0;13.0;13/03/2014;2.0;342.09;297.0;BENITO DE PAULA;TECLADO;APPLE
5745;2;3;1;2014.0;6.0;19.0;19/06/2014;3.0;342.09;1119.0;BENITO DE PAULA;TECLADO;APPLE
6055;2;3;1;2015.0;3.0;15.0;15/03/2015;2.0;342.09;1166.0;BENITO DE PAULA;TECLADO;APPLE
6206;2;3;1;2014.0;6.0;28.0;28/06/2014;1.0;342.09;891.0;BENITO DE PAULA;TECLADO;APPLE
6527;2;3;1;2014.0;7.0;15.0;15/07/2014;3.0;342.09;376.0;BENITO DE PAULA;TECLADO;APPLE
6545;2;3;1;2015.0;5.0;2.0;02/05/2015;1.0;342.09;451.0;BENITO DE PAULA;TECLADO;APPLE
6769;2;3;1;2015.0;12.0;9.0;09/12/2015;2.0;342.09;957.0;BENITO DE PAULA;TECLADO;APPLE
6824;2;3;1;2014.0;4.0;17.0;17/04/2014;2.0;342.09;958.0;BENITO DE PAULA;TECLADO;APPLE
6892;2;3;1;2014.0;6.0;12.0;12/06/2014;1.0;342.09;424.0;BENITO DE PAULA;TECLADO;APPLE
7397;2;3;1;2015.0;2.0;9.0;09/02/2015;2.0;342.09;248.0;BENITO DE PAULA;TECLADO;APPLE
7788;2;3;1;2014.0;8.0;13.0;13/08/2014;2.0;342.09;1106.0;BENITO DE PAULA;TECLADO;APPLE
7997;2;3;1;2015.0;4.0;28.0;28/04/2015;1.0;342.09;1178.0;BENITO DE PAULA;TECLADO;APPLE
8060;2;3;1;2014.0;6.0;2.0;02/06/2014;1.0;342.09;109.0;BENITO DE PAULA;TECLADO;APPLE
8336;2;3;1;2015.0;10.0;24.0;24/10/2015;3.0;342.09;114.0;BENITO DE PAULA;TECLADO;APPLE
8698;2;3;1;2015.0;7.0;10.0;10/07/2015;3.0;342.09;1166.0;BENITO DE PAULA;TECLADO;APPLE
8817;2;3;1;2014.0;4.0;16.0;16/04/2014;3.0;342.09;244.0;BENITO DE PAULA;TECLADO;APPLE
8821;2;3;1;2015.0;7.0;20.0;20/07/2015;3.0;342.09;1069.0;BENITO DE PAULA;TECLADO;APPLE
8902;2;3;1;2015.0;9.0;16.0;16/09/2015;1.0;342.09;444.0;BENITO DE PAULA;TECLADO;APPLE
8927;2;3;1;2015.0;5.0;26.0;26/05/2015;3.0;342.09;646.0;BENITO DE PAULA;TECLADO;APPLE
8959;2;3;1;2015.0;12.0;14.0;14/12/2015;1.0;342.09;529.0;BENITO DE PAULA;TECLADO;APPLE
9028;2;3;1;2015.0;1.0;24.0;24/01/2015;1.0;342.09;706.0;BENITO DE PAULA;TECLADO;APPLE
9046;2;3;1;2014.0;1.0;7.0;07/01/2014;2.0;342.09;1485.0;BENITO DE PAULA;TECLADO;APPLE
9057;2;3;1;2014.0;8.0;11.0;11/08/2014;1.0;342.09;502.0;BENITO DE PAULA;TECLADO;APPLE
9197;2;3;1;2014.0;8.0;4.0;04/08/2014;3.0;342.09;289.0;BENITO DE PAULA;TECLADO;APPLE
9235;2;3;1;2015.0;3.0;4.0;04/03/2015;2.0;342.09;899.0;BENITO DE PAULA;TECLADO;APPLE
9327;2;3;1;2014.0;11.0;19.0;19/11/2014;3.0;342.09;1135.0;BENITO DE PAULA;TECLADO;APPLE
9389;2;3;1;2014.0;9.0;19.0;19/09/2014;2.0;342.09;429.0;BENITO DE PAULA;TECLADO;APPLE
9938;2;3;1;2014.0;7.0;21.0;21/07/2014;2.0;342.09;1108.0;BENITO DE PAULA;TECLADO;APPLE
10060;2;3;1;2015.0;10.0;12.0;12/10/2015;1.0;342.09;62.0;BENITO DE PAULA;TECLADO;APPLE
10203;2;3;1;2015.0;9.0;5.0;05/09/2015;3.0;342.09;1317.0;BENITO DE PAULA;TECLADO;APPLE
10428;2;3;1;2015.0;9.0;1.0;01/09/2015;2.0;342.09;256.0;BENITO DE PAULA;TECLADO;APPLE
100;3;3;1;2014.0;2.0;1.0;01/02/2014;1.0;342.09;252.0;RENATO RUSSO;TECLADO;APPLE
133;3;3;1;2014.0;1.0;13.0;13/01/2014;1.0;342.09;1134.0;RENATO RUSSO;TECLADO;APPLE
394;3;3;1;2014.0;7.0;21.0;21/07/2014;3.0;342.09;1399.0;RENATO RUSSO;TECLADO;APPLE
609;3;3;1;2015.0;2.0;17.0;17/02/2015;2.0;342.09;838.0;RENATO RUSSO;TECLADO;APPLE
643;3;3;1;2015.0;12.0;2.0;02/12/2015;3.0;342.09;951.0;RENATO RUSSO;TECLADO;APPLE
686;3;3;1;2014.0;10.0;25.0;25/10/2014;3.0;342.09;1488.0;RENATO RUSSO;TECLADO;APPLE
1085;3;3;1;2015.0;6.0;21.0;21/06/2015;3.0;342.09;579.0;RENATO RUSSO;TECLADO;APPLE
1164;3;3;1;2014.0;8.0;5.0;05/08/2014;3.0;342.09;1214.0;RENATO RUSSO;TECLADO;APPLE
1271;3;3;1;2014.0;1.0;27.0;27/01/2014;2.0;342.09;781.0;RENATO RUSSO;TECLADO;APPLE
1380;3;3;1;2014.0;2.0;19.0;19/02/2014;1.0;342.09;270.0;RENATO RUSSO;TECLADO;APPLE
1383;3;3;1;2014.0;1.0;11.0;11/01/2014;3.0;342.09;440.0;RENATO RUSSO;TECLADO;APPLE
1527;3;3;1;2015.0;6.0;28.0;28/06/2015;1.0;342.09;714.0;RENATO RUSSO;TECLADO;APPLE
1715;3;3;1;2014.0;7.0;10.0;10/07/2014;1.0;342.09;308.0;RENATO RUSSO;TECLADO;APPLE
1811;3;3;1;2015.0;1.0;9.0;09/01/2015;3.0;342.09;493.0;RENATO RUSSO;TECLADO;APPLE
2078;3;3;1;2015.0;12.0;21.0;21/12/2015;2.0;342.09;698.0;RENATO RUSSO;TECLADO;APPLE
2079;3;3;1;2014.0;8.0;16.0;16/08/2014;3.0;342.09;473.0;RENATO RUSSO;TECLADO;APPLE
2465;3;3;1;2014.0;1.0;9.0;09/01/2014;1.0;342.09;539.0;RENATO RUSSO;TECLADO;APPLE
2648;3;3;1;2015.0;11.0;19.0;19/11/2015;1.0;342.09;906.0;RENATO RUSSO;TECLADO;APPLE
3010;3;3;1;2014.0;7.0;6.0;06/07/2014;1.0;342.09;410.0;RENATO RUSSO;TECLADO;APPLE
3030;3;3;1;2014.0;10.0;4.0;04/10/2014;2.0;342.09;67.0;RENATO RUSSO;TECLADO;APPLE
3052;3;3;1;2015.0;10.0;14.0;14/10/2015;1.0;342.09;387.0;RENATO RUSSO;TECLADO;APPLE
3123;3;3;1;2014.0;11.0;21.0;21/11/2014;1.0;342.09;722.0;RENATO RUSSO;TECLADO;APPLE
3657;3;3;1;2015.0;11.0;4.0;04/11/2015;1.0;342.09;26.0;RENATO RUSSO;TECLADO;APPLE
3702;3;3;1;2014.0;1.0;25.0;25/01/2014;1.0;342.09;1162.0;RENATO RUSSO;TECLADO;APPLE
3714;3;3;1;2015.0;5.0;23.0;23/05/2015;2.0;342.09;1342.0;RENATO RUSSO;TECLADO;APPLE
3836;3;3;1;2014.0;11.0;4.0;04/11/2014;3.0;342.09;593.0;RENATO RUSSO;TECLADO;APPLE
4106;3;3;1;2014.0;7.0;22.0;22/07/2014;1.0;342.09;1294.0;RENATO RUSSO;TECLADO;APPLE
4362;3;3;1;2014.0;8.0;8.0;08/08/2014;3.0;342.09;1026.0;RENATO RUSSO;TECLADO;APPLE
4416;3;3;1;2014.0;2.0;16.0;16/02/2014;1.0;342.09;534.0;RENATO RUSSO;TECLADO;APPLE
4553;3;3;1;2014.0;4.0;16.0;16/04/2014;2.0;342.09;1498.0;RENATO RUSSO;TECLADO;APPLE
4682;3;3;1;2015.0;1.0;9.0;09/01/2015;1.0;342.09;104.0;RENATO RUSSO;TECLADO;APPLE
4765;3;3;1;2015.0;2.0;24.0;24/02/2015;1.0;342.09;1464.0;RENATO RUSSO;TECLADO;APPLE
4800;3;3;1;2014.0;8.0;16.0;16/08/2014;1.0;342.09;561.0;RENATO RUSSO;TECLADO;APPLE
5190;3;3;1;2014.0;6.0;7.0;07/06/2014;2.0;342.09;920.0;RENATO RUSSO;TECLADO;APPLE
5258;3;3;1;2015.0;5.0;26.0;26/05/2015;3.0;342.09;1113.0;RENATO RUSSO;TECLADO;APPLE
5333;3;3;1;2014.0;5.0;3.0;03/05/2014;2.0;342.09;1192.0;RENATO RUSSO;TECLADO;APPLE
5510;3;3;1;2014.0;7.0;12.0;12/07/2014;3.0;342.09;1213.0;RENATO RUSSO;TECLADO;APPLE
5721;3;3;1;2014.0;10.0;22.0;22/10/2014;1.0;342.09;476.0;RENATO RUSSO;TECLADO;APPLE
5836;3;3;1;2015.0;5.0;20.0;20/05/2015;1.0;342.09;86.0;RENATO RUSSO;TECLADO;APPLE
5841;3;3;1;2014.0;12.0;10.0;10/12/2014;1.0;342.09;415.0;RENATO RUSSO;TECLADO;APPLE
5999;3;3;1;2014.0;10.0;1.0;01/10/2014;2.0;342.09;493.0;RENATO RUSSO;TECLADO;APPLE
6192;3;3;1;2014.0;1.0;20.0;20/01/2014;1.0;342.09;54.0;RENATO RUSSO;TECLADO;APPLE
6860;3;3;1;2015.0;10.0;8.0;08/10/2015;2.0;342.09;1166.0;RENATO RUSSO;TECLADO;APPLE
7005;3;3;1;2015.0;1.0;13.0;13/01/2015;3.0;342.09;1140.0;RENATO RUSSO;TECLADO;APPLE
7041;3;3;1;2015.0;7.0;23.0;23/07/2015;3.0;342.09;278.0;RENATO RUSSO;TECLADO;APPLE
7181;3;3;1;2015.0;6.0;8.0;08/06/2015;1.0;342.09;287.0;RENATO RUSSO;TECLADO;APPLE
7224;3;3;1;2015.0;3.0;2.0;02/03/2015;2.0;342.09;1112.0;RENATO RUSSO;TECLADO;APPLE
7338;3;3;1;2014.0;11.0;24.0;24/11/2014;2.0;342.09;60.0;RENATO RUSSO;TECLADO;APPLE
7343;3;3;1;2014.0;4.0;24.0;24/04/2014;2.0;342.09;818.0;RENATO RUSSO;TECLADO;APPLE
7383;3;3;1;2015.0;5.0;17.0;17/05/2015;1.0;342.09;950.0;RENATO RUSSO;TECLADO;APPLE
7718;3;3;1;2015.0;4.0;21.0;21/04/2015;1.0;342.09;1186.0;RENATO RUSSO;TECLADO;APPLE
7969;3;3;1;2015.0;2.0;25.0;25/02/2015;2.0;342.09;1216.0;RENATO RUSSO;TECLADO;APPLE
8047;3;3;1;2014.0;9.0;6.0;06/09/2014;3.0;342.09;1356.0;RENATO RUSSO;TECLADO;APPLE
8056;3;3;1;2015.0;12.0;16.0;16/12/2015;1.0;342.09;90.0;RENATO RUSSO;TECLADO;APPLE
8150;3;3;1;2015.0;5.0;5.0;05/05/2015;1.0;342.09;161.0;RENATO RUSSO;TECLADO;APPLE
8551;3;3;1;2014.0;9.0;24.0;24/09/2014;3.0;342.09;1130.0;RENATO RUSSO;TECLADO;APPLE
